Location	Bout	Filename	Date	Time	Manualcount	datetime	timemin	Playback	daysbait	Temp	Humidity	Lux	UVI	Rain	Wind
Kletus	am	Kletus_NoFufun_03240565.JPG	24.03.2023	10:21	0	2023/03/24:10:21:56	622	yes	9	28.9	89	43070.4	3	0	3.5
Kletus	am	Kletus_NoFufun_03240568.JPG	24.03.2023	10:31	0	2023/03/24:10:31:28	631	yes	9	30.1	88	111020.9	8	0	3.5
Kletus	am	Kletus_NoFufun_03240571.JPG	24.03.2023	10:38	0	2023/03/24:10:38:39	639	yes	9	31.6	83	109420.7	8	0	9.3
Kletus	am	Kletus_NoFufun_03240574.JPG	24.03.2023	10:40	0	2023/03/24:10:40:59	641	yes	9	30.3	85	62893.9	4	0	11.1
Kletus	am	Kletus_NoFufun_03240577.JPG	24.03.2023	10:43	0	2023/03/24:10:43:29	643	yes	9	30.3	85	62893.9	4	0	11.1
Kletus	am	Kletus_NoFufun_03240580.JPG	24.03.2023	10:48	0	2023/03/24:10:48:51	649	yes	9	30.1	86	95329.1	7	0	5.5
Kletus	am	Kletus_NoFufun_03240583.JPG	24.03.2023	10:52	0	2023/03/24:10:52:36	653	yes	9	30.1	86	112130.8	8	0	7.2
Kletus	am	Kletus_NoFufun_03240586.JPG	24.03.2023	10:55	0	2023/03/24:10:55:04	655	yes	9	30.6	85	30911	2	0	7.2
Kletus	am	Kletus_NoFufun_03240589.JPG	24.03.2023	10:58	0	2023/03/24:10:58:25	658	yes	9	30.6	85	30911	2	0	7.2
Kletus	am	Kletus_NoFufun_03240592.JPG	24.03.2023	11:03	0	2023/03/24:11:03:41	664	yes	9	30.5	85	114337.9	8	0	5.5
Kletus	am	Kletus_NoFufun_03240595.JPG	24.03.2023	11:06	0	2023/03/24:11:06:37	667	yes	9	31.2	83	110984.1	8	0	3.5
Kletus	am	Kletus_NoFufun_03240598.JPG	24.03.2023	11:09	0	2023/03/24:11:09:48	670	yes	9	31.2	83	110984.1	8	0	3.5
Kletus	am	Kletus_NoFufun_03240601.JPG	24.03.2023	11:12	0	2023/03/24:11:12:39	673	yes	9	30.7	84	108339.9	8	0	3.5
Kletus	am	Kletus_NoFufun_03240604.JPG	24.03.2023	11:17	0	2023/03/24:11:17:36	678	yes	9	31	82	112159.9	8	0	5.5
Kletus	am	Kletus_NoFufun_03240607.JPG	24.03.2023	11:20	0	2023/03/24:11:20:05	680	yes	9	31.3	81	112651.5	8	0	7.2
Kletus	am	Kletus_NoFufun_03240610.JPG	24.03.2023	11:22	0	2023/03/24:11:22:36	683	yes	9	31.3	81	112651.5	8	0	7.2
Kletus	am	Kletus_NoFufun_03240613.JPG	24.03.2023	11:26	0	2023/03/24:11:26:14	686	yes	9	31.7	79	112950.5	8	0	3.5
Kletus	am	Kletus_NoFufun_03240616.JPG	24.03.2023	11:28	0	2023/03/24:11:28:33	689	yes	9	31.7	79	112950.5	8	0	3.5
Kletus	am	Kletus_NoFufun_03240619.JPG	24.03.2023	11:31	0	2023/03/24:11:31:36	692	yes	9	31.7	79	113292.6	8	0	3.5
Kletus	am	Kletus_NoFufun_03240622.JPG	24.03.2023	11:35	0	2023/03/24:11:35:50	696	yes	9	31.5	80	117064.5	9	0	5.5
Kletus	am	Kletus_NoFufun_03240625.JPG	24.03.2023	11:39	0	2023/03/24:11:39:00	699	yes	9	31.5	80	117064.5	9	0	5.5
Kletus	am	Kletus_NoFufun_03240628.JPG	24.03.2023	11:42	0	2023/03/24:11:42:50	703	yes	9	30.7	80	112233.4	8	0	7.2
Kletus	am	Kletus_NoFufun_03240631.JPG	24.03.2023	11:45	0	2023/03/24:11:45:58	706	yes	9	31	80	114683.8	8	0	7.2
Kletus	am	Kletus_NoFufun_03240634.JPG	24.03.2023	11:49	0	2023/03/24:11:49:04	709	yes	9	31	80	114683.8	8	0	7.2
Kletus	am	Kletus_NoFufun_03240637.JPG	24.03.2023	11:52	0	2023/03/24:11:52:11	712	yes	9	31	80	114957.4	8	0	5.5
Kletus	am	Kletus_NoFufun_03240640.JPG	24.03.2023	11:54	0	2023/03/24:11:54:36	715	yes	9	31	80	114957.4	8	0	5.5
Kletus	am	Kletus_NoFufun_03240643.JPG	24.03.2023	11:57	0	2023/03/24:11:57:38	718	yes	9	31.5	79	115718.9	8	0	11.1
Kletus	pm	Kletus_NoFufun_03240646.JPG	24.03.2023	12:01	0	2023/03/24:12:01:10	721	yes	9	31.6	80	119449	9	0	13
Kletus	pm	Kletus_NoFufun_03240649.JPG	24.03.2023	12:03	0	2023/03/24:12:03:30	723	yes	9	31.6	80	119449	9	0	13
Kletus	pm	Kletus_NoFufun_03240652.JPG	24.03.2023	12:06	0	2023/03/24:12:06:07	726	yes	9	30.9	80	119079	9	0	7.2
Kletus	pm	Kletus_NoFufun_03240655.JPG	24.03.2023	12:08	0	2023/03/24:12:08:37	729	yes	9	30.9	80	119079	9	0	7.2
Kletus	pm	Kletus_NoFufun_03240658.JPG	24.03.2023	12:11	0	2023/03/24:12:11:03	731	yes	9	30.8	82	118174.4	9	0	9.3
Kletus	pm	Kletus_NoFufun_03240661.JPG	24.03.2023	12:15	0	2023/03/24:12:15:31	736	yes	9	31	82	123166.3	9	0	11.1
Kletus	pm	Kletus_NoFufun_03240664.JPG	24.03.2023	12:17	0	2023/03/24:12:17:49	738	yes	9	31	82	123166.3	9	0	11.1
Kletus	pm	Kletus_NoFufun_03240667.JPG	24.03.2023	12:20	0	2023/03/24:12:20:30	741	yes	9	31.9	80	124650	9	0	5.5
Kletus	pm	Kletus_NoFufun_03240670.JPG	24.03.2023	12:23	0	2023/03/24:12:23:06	743	yes	9	31.9	80	124650	9	0	5.5
Kletus	pm	Kletus_NoFufun_03240673.JPG	24.03.2023	12:25	0	2023/03/24:12:25:45	746	yes	9	31.3	81	121823.3	9	0	7.2
Kletus	pm	Kletus_NoFufun_03240676.JPG	24.03.2023	12:28	0	2023/03/24:12:28:35	749	yes	9	31.3	81	121823.3	9	0	7.2
Kletus	pm	Kletus_NoFufun_03240679.JPG	24.03.2023	12:31	0	2023/03/24:12:31:50	752	yes	9	31.7	80	120495.5	9	0	3.5
Kletus	pm	Kletus_NoFufun_03240682.JPG	24.03.2023	12:36	0	2023/03/24:12:36:45	757	yes	9	31.1	82	115992.6	8	0	5.5
Kletus	pm	Kletus_NoFufun_03240685.JPG	24.03.2023	12:40	0	2023/03/24:12:40:51	761	yes	9	31.4	80	115725.2	8	0	9.3
Kletus	pm	Kletus_NoFufun_03240688.JPG	24.03.2023	12:43	0	2023/03/24:12:43:16	763	yes	9	31.4	80	115725.2	8	0	9.3
Kletus	pm	Kletus_NoFufun_03240691.JPG	24.03.2023	12:45	0	2023/03/24:12:45:38	766	yes	9	31.5	80	116308.1	8	0	7.2
Kletus	pm	Kletus_NoFufun_03240694.JPG	24.03.2023	12:47	0	2023/03/24:12:47:59	768	yes	9	31.5	80	116308.1	8	0	7.2
Kletus	pm	Kletus_NoFufun_03240697.JPG	24.03.2023	12:53	0	2023/03/24:12:53:25	773	yes	9	31.7	79	117374.9	9	0	3.5
Kletus	pm	Kletus_NoFufun_03240700.JPG	24.03.2023	12:56	0	2023/03/24:12:56:30	776	yes	9	31.5	79	117654.9	9	0	7.2
Kletus	pm	Kletus_NoFufun_03240703.JPG	24.03.2023	13:00	0	2023/03/24:13:00:22	780	yes	9	31.7	78	113491.5	8	0	5.5
Kletus	pm	Kletus_NoFufun_03240706.JPG	24.03.2023	13:03	0	2023/03/24:13:03:05	783	yes	9	31.7	78	113491.5	8	0	5.5
Kletus	pm	Kletus_NoFufun_03240709.JPG	24.03.2023	13:05	0	2023/03/24:13:05:29	785	yes	9	31.6	76	114752.2	8	0	9.3
Kletus	pm	Kletus_NoFufun_03240712.JPG	24.03.2023	13:09	0	2023/03/24:13:09:43	790	yes	9	31.6	76	114752.2	8	0	9.3
Kletus	pm	Kletus_NoFufun_03240715.JPG	24.03.2023	13:13	0	2023/03/24:13:13:02	793	yes	9	31.6	77	116793.3	8	0	7.2
Kletus	pm	Kletus_NoFufun_03240718.JPG	24.03.2023	13:15	0	2023/03/24:13:15:52	796	yes	9	31.5	77	116081.3	8	0	9.3
Kletus	pm	Kletus_NoFufun_03240721.JPG	24.03.2023	13:18	0	2023/03/24:13:18:36	799	yes	9	31.5	77	116081.3	8	0	9.3
Kletus	pm	Kletus_NoFufun_03240724.JPG	24.03.2023	13:21	0	2023/03/24:13:21:04	801	yes	9	31.4	76	115091.7	8	0	3.5
Kletus	pm	Kletus_NoFufun_03240727.JPG	24.03.2023	13:23	0	2023/03/24:13:23:24	803	yes	9	31.4	76	115091.7	8	0	3.5
Kletus	pm	Kletus_NoFufun_03240730.JPG	24.03.2023	13:25	0	2023/03/24:13:25:49	806	yes	9	32	74	114680	8	0	7.2
Kletus	pm	Kletus_NoFufun_03240733.JPG	24.03.2023	13:29	0	2023/03/24:13:29:09	809	yes	9	32	74	114680	8	0	7.2
Kletus	pm	Kletus_NoFufun_03240736.JPG	24.03.2023	13:32	0	2023/03/24:13:32:36	813	yes	9	32.5	75	113728.5	8	0	5.5
Kletus	pm	Kletus_NoFufun_03240739.JPG	24.03.2023	13:35	0	2023/03/24:13:35:11	815	yes	9	32.7	73	113850.1	8	0	3.5
Kletus	pm	Kletus_NoFufun_03240742.JPG	24.03.2023	13:38	0	2023/03/24:13:38:15	818	yes	9	32.7	73	113850.1	8	0	3.5
Kletus	pm	Kletus_NoFufun_03240745.JPG	24.03.2023	13:41	0	2023/03/24:13:41:16	821	yes	9	32.2	73	113224.2	8	0	7.2
Kletus	pm	Kletus_NoFufun_03240748.JPG	24.03.2023	13:46	0	2023/03/24:13:46:30	827	yes	9	32.1	72	112490.6	8	0	5.5
Kletus	pm	Kletus_NoFufun_03240751.JPG	24.03.2023	13:49	0	2023/03/24:13:49:05	829	yes	9	32.1	72	112490.6	8	0	5.5
Kletus	pm	Kletus_NoFufun_03240754.JPG	24.03.2023	13:56	0	2023/03/24:13:56:38	837	yes	9	32.1	77	109717.1	8	0	5.5
Kletus	pm	Kletus_NoFufun_03240757.JPG	24.03.2023	14:02	0	2023/03/24:14:02:40	843	yes	9	32.1	75	108493.2	8	0	9.3
Kletus	pm	Kletus_NoFufun_03240760.JPG	24.03.2023	14:07	0	2023/03/24:14:07:25	847	yes	9	31.6	76	105120.5	8	0	11.1
Kletus	pm	Kletus_NoFufun_03240763.JPG	24.03.2023	14:09	0	2023/03/24:14:09:52	850	yes	9	31.6	76	105120.5	8	0	11.1
Kletus	pm	Kletus_NoFufun_03240766.JPG	24.03.2023	14:18	0	2023/03/24:14:18:20	858	yes	9	32.1	76	105343.4	8	0	11.1
Kletus	pm	Kletus_NoFufun_03240769.JPG	24.03.2023	14:23	0	2023/03/24:14:23:04	863	yes	9	31.8	76	103294.7	7	0	7.2
Kletus	pm	Kletus_NoFufun_03240772.JPG	24.03.2023	14:33	0	2023/03/24:14:33:07	873	yes	9	31.6	75	100371.7	7	0	9.3
Kletus	pm	Kletus_NoFufun_03240775.JPG	24.03.2023	14:35	0	2023/03/24:14:35:42	876	yes	9	31.6	76	99304.9	7	0	5.5
Kletus	pm	Kletus_NoFufun_03240778.JPG	24.03.2023	15:26	0	2023/03/24:15:26:14	926	yes	9	31.4	76	77052.6	5	0	7.2
Kletus	am	Kletus_NoFufun_03250781.JPG	25.03.2023	07:20	0	2023/03/25:07:20:49	441	yes	10	25.9	99	7647.6	0	0	0
Kletus	am	Kletus_NoFufun_03250784.JPG	25.03.2023	11:56	0	2023/03/25:11:56:25	716	yes	10	26.7	99	116537.4	8	0	0
Kletus	pm	Kletus_NoFufun_03250787.JPG	25.03.2023	12:37	0	2023/03/25:12:37:13	757	yes	10	27.1	99	123974.7	9	0	5.5
Kletus	pm	Kletus_NoFufun_03250790.JPG	25.03.2023	12:50	0	2023/03/25:12:50:59	771	yes	10	28.1	94	135883.2	10	0	5.5
Kletus	pm	Kletus_NoFufun_03250793.JPG	25.03.2023	12:58	0	2023/03/25:12:58:07	778	yes	10	28.4	94	131741.4	10	0	3.5
Kletus	pm	Kletus_NoFufun_03250796.JPG	25.03.2023	13:04	0	2023/03/25:13:04:35	785	yes	10	29.4	94	134612.4	10	0	0
Kletus	pm	Kletus_NoFufun_03250799.JPG	25.03.2023	13:08	0	2023/03/25:13:08:19	788	yes	10	30.3	90	143956.5	11	0	3.5
Kletus	pm	Kletus_NoFufun_03250802.JPG	25.03.2023	13:10	0	2023/03/25:13:10:43	791	yes	10	30.5	90	134787.3	10	0	3.5
Kletus	pm	Kletus_NoFufun_03250805.JPG	25.03.2023	13:13	0	2023/03/25:13:13:09	793	yes	10	30.5	90	134787.3	10	0	3.5
Kletus	pm	Kletus_NoFufun_03250808.JPG	25.03.2023	13:15	0	2023/03/25:13:15:28	795	yes	10	30.5	89	136858.8	10	0	0
Kletus	pm	Kletus_NoFufun_03250811.JPG	25.03.2023	13:18	0	2023/03/25:13:18:15	798	yes	10	30.5	89	136858.8	10	0	0
Kletus	pm	Kletus_NoFufun_03250814.JPG	25.03.2023	13:20	0	2023/03/25:13:20:53	801	yes	10	31.1	87	151174.6	11	0	1.8
Kletus	pm	Kletus_NoFufun_03250817.JPG	25.03.2023	13:23	0	2023/03/25:13:23:10	803	yes	10	31.1	87	151174.6	11	0	1.8
Kletus	pm	Kletus_NoFufun_03250820.JPG	25.03.2023	13:25	0	2023/03/25:13:25:31	806	yes	10	31.6	85	141287	10	0	5.5
Kletus	pm	Kletus_NoFufun_03250823.JPG	25.03.2023	13:28	0	2023/03/25:13:28:46	809	yes	10	31.6	85	141287	10	0	5.5
Kletus	pm	Kletus_NoFufun_03250826.JPG	25.03.2023	13:31	0	2023/03/25:13:31:09	811	yes	10	31.6	86	134930.4	10	0	3.5
Kletus	pm	Kletus_NoFufun_03250829.JPG	25.03.2023	13:34	0	2023/03/25:13:34:19	814	yes	10	31.6	86	134930.4	10	0	3.5
Kletus	pm	Kletus_NoFufun_03250832.JPG	25.03.2023	13:38	0	2023/03/25:13:38:57	819	yes	10	31.8	86	133711.6	10	0	1.8
Kletus	pm	Kletus_NoFufun_03250835.JPG	25.03.2023	13:41	0	2023/03/25:13:41:23	821	yes	10	31.8	85	136378.6	10	0	9.3
Kletus	pm	Kletus_NoFufun_03250838.JPG	25.03.2023	13:50	0	2023/03/25:13:50:33	831	yes	10	30.7	87	127094	9	0	5.5
Kletus	pm	Kletus_NoFufun_03250841.JPG	25.03.2023	13:53	0	2023/03/25:13:53:55	834	yes	10	30.7	87	127094	9	0	5.5
Kletus	am	Kletus_NoFufun_03260844.JPG	26.03.2023	09:56	0	2023/03/26:09:56:03	596	yes	11	28.8	96	108313.3	8	0	9.3
Kletus	am	Kletus_NoFufun_03260847.JPG	26.03.2023	10:02	0	2023/03/26:10:02:08	602	yes	11	28.5	96	37883.3	2	0	9.3
Kletus	am	Kletus_NoFufun_03260850.JPG	26.03.2023	10:05	0	2023/03/26:10:05:29	605	yes	11	28.1	96	57031.5	4	0	9.3
Kletus	am	Kletus_NoFufun_03260853.JPG	26.03.2023	10:09	0	2023/03/26:10:09:00	609	yes	11	28.1	96	57031.5	4	0	9.3
Kletus	am	Kletus_NoFufun_03260856.JPG	26.03.2023	10:22	0	2023/03/26:10:22:31	623	yes	11	28.9	94	123635.1	9	0	9.3
Kletus	am	Kletus_NoFufun_03260859.JPG	26.03.2023	10:25	0	2023/03/26:10:25:23	625	yes	11	29.5	93	131215.6	10	0	9.3
Kletus	am	Kletus_NoFufun_03260862.JPG	26.03.2023	10:32	0	2023/03/26:10:32:17	632	yes	11	29.5	92	134674.5	10	0	16.6
Kletus	am	Kletus_NoFufun_03260865.JPG	26.03.2023	10:40	0	2023/03/26:10:40:07	640	yes	11	28.2	94	76913.2	5	0	13
Kletus	am	Kletus_NoFufun_03260868.JPG	26.03.2023	10:43	0	2023/03/26:10:43:21	643	yes	11	28.2	94	76913.2	5	0	13
Lorulun	am	Lorulun_NoFufun_3270001	27.03.2023	11:07	0	2023/03/27:11:07:18	667	no	0	28.5	95	70279.2	5	0	13
Lorulun	pm	Lorulun_Fufun_3_3270004	27.03.2023	16:30	3	2023/03/27:16:30:17	990	no	0	27.6	97	25803.7	1	0	9.3
Lorulun	pm	Lorulun_Fufun_3_3270007	27.03.2023	16:35	3	2023/03/27:16:35:42	996	no	0	27.6	97	24800.3	1	0	7.2
Lorulun	pm	Lorulun_Fufun_2_3270010	27.03.2023	16:38	2	2023/03/27:16:38:50	999	no	0	27.6	97	24800.3	1	0	7.2
Lorulun	pm	Lorulun_Fufun_3_3270013	27.03.2023	16:41	3	2023/03/27:16:41:49	1002	no	0	27.5	97	24174.4	1	0	9.3
Lorulun	pm	Lorulun_Fufun_2_3270016	27.03.2023	16:45	3	2023/03/27:16:45:16	1005	no	0	27.6	97	25324.8	1	0	5.5
Lorulun	pm	Lorulun_Fufun_2_3270019	27.03.2023	16:50	3	2023/03/27:16:50:54	1011	no	0	27.6	98	24483.5	1	0	5.5
Lorulun	pm	Lorulun_Fufun_3_3270022	27.03.2023	16:54	3	2023/03/27:16:54:48	1015	no	0	27.6	98	24483.5	1	0	5.5
Lorulun	pm	Lorulun_Fufun_3_3270025	27.03.2023	16:58	3	2023/03/27:16:58:50	1019	no	0	27.6	98	22761.7	1	0	3.5
Lorulun	pm	Lorulun_Fufun_1_3270028	27.03.2023	17:04	1	2023/03/27:17:04:28	1024	no	0	27.5	97	17791.2	1	0	11.1
Lorulun	pm	Lorulun_Fufun_1_3270031	27.03.2023	17:08	1	2023/03/27:17:08:25	1028	no	0	27.4	98	13928.1	1	0	7.2
Lorulun	pm	Lorulun_Fufun_2_3270034	27.03.2023	17:44	3	2023/03/27:17:44:14	1064	no	0	26.9	99	7130.7	0	0	1.8
Lorulun	pm	Lorulun_Fufun_3_3270037	27.03.2023	17:46	3	2023/03/27:17:46:39	1067	no	0	26.8	99	6023.3	0	0	1.8
Lorulun	pm	Lorulun_Fufun_4_3270040	27.03.2023	17:48	4	2023/03/27:17:48:59	1069	no	0	26.8	99	6023.3	0	0	1.8
Lorulun	pm	Lorulun_Fufun_7_3270043	27.03.2023	17:51	8	2023/03/27:17:51:15	1071	no	0	26.8	99	5132.6	0	0	3.5
Lorulun	pm	Lorulun_Fufun_6_3270046	27.03.2023	17:53	9	2023/03/27:17:53:42	1074	no	0	26.8	99	5132.6	0	0	3.5
Lorulun	pm	Lorulun_Fufun_7_3270049	27.03.2023	17:55	7	2023/03/27:17:55:58	1076	no	0	26.7	99	4078.5	0	0	3.5
Lorulun	pm	Lorulun_Fufun_7_3270052	27.03.2023	17:58	7	2023/03/27:17:58:20	1078	no	0	26.7	99	4078.5	0	0	3.5
Lorulun	pm	Lorulun_Fufun_5_3270055	27.03.2023	18:00	7	2023/03/27:18:00:36	1081	no	0	26.7	99	2910.3	0	0	1.8
Lorulun	pm	Lorulun_Fufun_7_3270058	27.03.2023	18:02	7	2023/03/27:18:02:53	1083	no	0	26.7	99	2910.3	0	0	1.8
Lorulun	pm	Lorulun_Fufun_6_3270061	27.03.2023	18:05	6	2023/03/27:18:05:22	1085	no	0	26.6	99	2079.1	0	0	3.5
Lorulun	pm	Lorulun_Fufun_7_3270064	27.03.2023	18:07	7	2023/03/27:18:07:41	1088	no	0	26.6	99	2079.1	0	0	3.5
Lorulun	pm	Lorulun_Fufun_5_3270067	27.03.2023	18:10	6	2023/03/27:18:10:03	1090	no	0	26.6	99	1222.7	0	0	3.5
Lorulun	pm	Lorulun_Fufun_6_3270070	27.03.2023	18:12	7	2023/03/27:18:12:26	1092	no	0	26.6	99	1222.7	0	0	3.5
Lorulun	pm	Lorulun_Fufun_3_3270073	27.03.2023	18:14	4	2023/03/27:18:14:51	1095	no	0	26.6	99	1222.7	0	0	3.5
Lorulun	pm	Lorulun_Fufun_3_3270076	27.03.2023	18:17	3	2023/03/27:18:17:38	1098	no	0	26.5	99	690.5	0	0	3.5
Lorulun	pm	Lorulun_Fufun_4_3270079	27.03.2023	18:19	4	2023/03/27:18:19:53	1100	no	0	26.5	99	690.5	0	0	3.5
Lorulun	pm	Lorulun_Fufun_3_3270082	27.03.2023	18:22	3	2023/03/27:18:22:09	1102	no	0	26.5	99	339.6	0	0	5.5
Lorulun	am	Lorulun_Fufun_1_3280085	28.03.2023	07:38	1	2023/03/28:07:38:16	458	no	1	25.6	99	9070.5	0	0	5.5
Lorulun	am	Lorulun_Fufun_3_3280088	28.03.2023	07:40	4	2023/03/28:07:40:32	461	no	1	25.6	99	9350.5	0	0	5.5
Lorulun	am	Lorulun_Fufun_3_3280091	28.03.2023	07:42	3	2023/03/28:07:42:52	463	no	1	25.6	99	9350.5	0	0	5.5
Lorulun	am	Lorulun_Fufun_4_3280094	28.03.2023	07:45	5	2023/03/28:07:45:12	465	no	1	25.7	99	11595.6	0	0	3.5
Lorulun	am	Lorulun_Fufun_5_3280097	28.03.2023	07:48	5	2023/03/28:07:48:20	468	no	1	25.7	99	11595.6	0	0	3.5
Lorulun	am	Lorulun_Fufun_4_3280100	28.03.2023	07:50	4	2023/03/28:07:50:40	471	no	1	25.8	99	12509.1	0	0	5.5
Lorulun	am	Lorulun_Fufun_5_3280103	28.03.2023	07:52	5	2023/03/28:07:52:59	473	no	1	25.8	99	12509.1	0	0	5.5
Lorulun	am	Lorulun_Fufun_3_3280106	28.03.2023	07:55	3	2023/03/28:07:55:18	475	no	1	25.8	99	14650.3	1	0	3.5
Lorulun	am	Lorulun_Fufun_2_3280109	28.03.2023	08:07	2	2023/03/28:08:07:45	488	no	1	26.1	99	18811.1	1	0	3.5
Lorulun	am	Lorulun_Fufun_1_3280112	28.03.2023	08:10	1	2023/03/28:08:10:01	490	no	1	26.2	99	14351.3	1	0	0
Lorulun	am	Lorulun_Fufun_1_3280115	28.03.2023	08:12	1	2023/03/28:08:12:22	492	no	1	26.2	99	14351.3	1	0	0
Lorulun	am	Lorulun_Fufun_1_3280118	28.03.2023	08:14	1	2023/03/28:08:14:46	495	no	1	26.2	99	14351.3	1	0	0
Lorulun	am	Lorulun_Fufun_1_3280121	28.03.2023	08:17	1	2023/03/28:08:17:03	497	no	1	26.2	99	17033.5	1	0	5.5
Lorulun	am	Lorulun_Fufun_3_3280124	28.03.2023	08:19	5	2023/03/28:08:19:19	499	no	1	26.2	99	17033.5	1	0	5.5
Lorulun	am	Lorulun_Fufun_3_3280127	28.03.2023	08:21	4	2023/03/28:08:21:35	502	no	1	26.2	99	19405.4	1	0	7.2
Lorulun	am	Lorulun_Fufun_4_3280130	28.03.2023	08:23	4	2023/03/28:08:23:58	504	no	1	26.2	99	19405.4	1	0	7.2
Lorulun	am	Lorulun_Fufun_4_3280133	28.03.2023	08:26	4	2023/03/28:08:26:15	506	no	1	26.1	99	27708	2	0	7.2
Lorulun	am	Lorulun_Fufun_2_3280136	28.03.2023	09:02	2	2023/03/28:09:02:01	542	no	1	25.1	99	9374.5	0	0	14.8
Lorulun	pm	Lorulun_Fufun_1_3280139	28.03.2023	13:05	1	2023/03/28:13:05:31	786	no	1	23.5	99	5033.8	0	6	7.2
Lorulun	pm	Lorulun_Fufun_3_3280142	28.03.2023	13:09	3	2023/03/28:13:09:57	790	no	1	23.5	99	5033.8	0	6	7.2
Lorulun	pm	Lorulun_Fufun_1_3280145	28.03.2023	13:12	1	2023/03/28:13:12:33	793	no	1	23.3	99	5170.6	0	4.8	5.5
Lorulun	pm	Lorulun_Fufun_2_3280148	28.03.2023	13:17	2	2023/03/28:13:17:32	798	no	1	23.2	99	5450.6	0	3	9.3
Lorulun	pm	Lorulun_Fufun_1_3280151	28.03.2023	14:28	1	2023/03/28:14:28:42	869	no	1	24	99	7642.5	0	3	11.1
Lorulun	pm	Lorulun_Fufun_2_3280154	28.03.2023	14:30	2	2023/03/28:14:30:58	871	no	1	24	99	8942.5	0	1.2	11.1
Lorulun	pm	Lorulun_Fufun_1_3280157	28.03.2023	14:33	1	2023/03/28:14:33:13	873	no	1	24	99	8942.5	0	1.2	11.1
Lorulun	pm	Lorulun_Fufun_7_3280160	28.03.2023	14:35	8	2023/03/28:14:35:32	876	no	1	24.1	99	9160.4	0	0	7.2
Lorulun	pm	Lorulun_Fufun_6_3280163	28.03.2023	14:37	7	2023/03/28:14:37:50	878	no	1	24.1	99	9160.4	0	0	7.2
Lorulun	pm	Lorulun_Fufun_1_3280166	28.03.2023	15:07	1	2023/03/28:15:07:34	908	no	1	24.2	99	11415.7	0	1.2	3.5
Lorulun	pm	Lorulun_Fufun_5_3280169	28.03.2023	15:09	5	2023/03/28:15:09:58	910	no	1	24.2	99	11415.7	0	1.2	3.5
Lorulun	pm	Lorulun_Fufun_3_3280172	28.03.2023	15:12	3	2023/03/28:15:12:17	912	no	1	24.3	99	11751.4	0	1.2	5.5
Lorulun	pm	Lorulun_Fufun_2_3280175	28.03.2023	15:14	3	2023/03/28:15:14:39	915	no	1	24.3	99	11751.4	0	1.2	5.5
Lorulun	pm	Lorulun_Fufun_6_3280178	28.03.2023	15:17	6	2023/03/28:15:17:02	917	no	1	24.3	99	11192.7	0	0	11.1
Lorulun	pm	Lorulun_Fufun_6_3280181	28.03.2023	15:19	6	2023/03/28:15:19:19	919	no	1	24.3	99	11192.7	0	0	11.1
Lorulun	pm	Lorulun_Fufun_2_3280184	28.03.2023	15:25	2	2023/03/28:15:25:45	926	no	1	24.3	99	9645.7	0	0	9.3
Lorulun	pm	Lorulun_Fufun_2_3280187	28.03.2023	15:28	2	2023/03/28:15:28:06	928	no	1	24.3	99	9645.7	0	0	9.3
Lorulun	pm	Lorulun_NoFufun_3280190	28.03.2023	15:33	0	2023/03/28:15:33:05	933	no	1	24.3	99	9522.8	0	0	5.5
Lorulun	pm	Lorulun_NoFufun_3280193	28.03.2023	16:42	0	2023/03/28:16:42:06	1002	no	1	24.3	99	13555.6	1	0	9.3
Lorulun	pm	Lorulun_Fufun_2_3280196	28.03.2023	16:48	2	2023/03/28:16:48:23	1008	no	1	24.4	99	12595.2	0	0	3.5
Lorulun	pm	Lorulun_Fufun_3_3280199	28.03.2023	16:50	3	2023/03/28:16:50:40	1011	no	1	24.4	99	11508.2	0	0	9.3
Lorulun	pm	Lorulun_Fufun_4_3280202	28.03.2023	16:52	4	2023/03/28:16:52:56	1013	no	1	24.4	99	11508.2	0	0	9.3
Lorulun	pm	Lorulun_Fufun_5_3280205	28.03.2023	16:55	5	2023/03/28:16:55:13	1015	no	1	24.4	99	10576.9	0	0	9.3
Lorulun	pm	Lorulun_Fufun_1_3280208	28.03.2023	17:08	1	2023/03/28:17:08:05	1028	no	1	24.5	99	9418.9	0	0	7.2
Lorulun	pm	Lorulun_Fufun_4_3280211	28.03.2023	17:10	4	2023/03/28:17:10:33	1031	no	1	24.5	99	8700.5	0	0	5.5
Lorulun	pm	Lorulun_Fufun_6_3280214	28.03.2023	17:12	6	2023/03/28:17:12:51	1033	no	1	24.5	99	8700.5	0	0	5.5
Lorulun	pm	Lorulun_Fufun_5_3280217	28.03.2023	17:15	6	2023/03/28:17:15:07	1035	no	1	24.5	99	7889.6	0	0	7.2
Lorulun	pm	Lorulun_Fufun_1_3280220	28.03.2023	17:18	1	2023/03/28:17:18:52	1039	no	1	24.5	99	7889.6	0	0	7.2
Lorulun	pm	Lorulun_NoFufun_3280223	28.03.2023	17:21	0	2023/03/28:17:21:47	1042	no	1	24.5	99	6635.3	0	0	3.5
Lorulun	pm	Lorulun_Fufun_1_3280226	28.03.2023	17:28	1	2023/03/28:17:28:54	1049	no	1	24.5	99	5293.5	0	0	7.2
Lorulun	pm	Lorulun_Fufun_2_3280229	28.03.2023	17:31	2	2023/03/28:17:31:22	1051	no	1	24.4	99	4505.5	0	0	7.2
